Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Good/Bad,timestamp
68,103,-0.0035,0.0002,100,518.67,14.62,21.61,1.3,47.47,520.99,2388.1,8150.66,8.4248,0.03,394,2388,100,stop,23.3068,0,4/16/2020 23:50
68,104,-0.0041,-0.0004,100,518.67,14.62,21.61,1.3,47.53,521.2,2388.1,8145.18,8.457,0.03,395,2388,100,38.85,23.3644,0,4/16/2020 23:55
68,105,-0.002,stop,Missing,518.67,14.62,21.61,1.3,47.53,521.24,2388.08,8152.25,8.4324,0.03,393,2388,100,38.84,23.3904,0,4/17/2020 0:00
68,106,-0.0004,0.0003,100,518.67,14.62,21.61,1.3,Missing,521.66,2388.1,8151.15,8.465,0.03,393,2388,100,38.92,23.2625,0,4/17/2020 0:05
68,107,-0.0028,-0.0001,Missing,518.67,14.62,21.61,1.3,47.53,521.2,2388.05,8149.4,8.4209,0.03,393,2388,100,38.76,23.3199,0,4/17/2020 0:10
68,108,-0.0057,-0.0001,100,518.67,14.62,stop,1.3,47.52,521.32,2388.08,8150.24,8.4553,0.03,395,2388,100,38.86,23.2257,0,4/17/2020 0:15
68,109,-0.0002,no response,100,518.67,14.62,21.61,1.3,47.54,521.79,2388.11,8148.41,8.438,0.03,392,2388,100,38.68,23.2189,0,4/17/2020 0:20
68,110,0.0001,0.0005,100,518.67,14.62,21.61,1.3,47.52,521.24,2388.08,8155.39,8.4586,0.03,392,2388,100,38.62,23.2826,0,4/17/2020 0:25
no connection,111,0.0017,0,100,518.67,14.62,21.61,1.3,47.5,520.96,2388.09,8152.72,8.4563,0.03,393,2388,100,38.86,23.3189,0,4/17/2020 0:30
68,112,0.003,-0.0004,100,518.67,14.62,21.61,1.3,47.54,521.55,2388.11,8150.92,8.4388,0.03,395,2388,100,38.68,23.2873,0,4/17/2020 0:35
68,113,-0.002,-0.0003,100,518.67,Missing,21.61,1.3,47.62,521.23,2388.07,8152.81,8.4295,0.03,392,2388,100,38.79,23.1445,stop,4/17/2020 0:40
68,114,-0.0014,0.0003,100,518.67,14.62,21.61,1.3,47.58,521.24,2388.12,8156,8.4364,0.03,394,2388,100,38.83,23.1313,0,4/17/2020 0:45
68,115,-0.0006,-0.0004,100,518.67,14.62,21.61,1.3,47.71,521.6,2388.11,8154.72,8.4695,0.03,393,2388,100,38.62,23.2846,0,4/17/2020 0:50
68,116,-0.0006,0.0002,100,518.67,14.62,21.61,1.3,47.46,521.59,2388.1,8154.46,8.4458,0.03,394,2388,100,38.76,23.2083,0,4/17/2020 0:55
68,117,-0.0025,-0.0004,100,stop,14.62,21.61,1.3,47.6,521.76,2388.06,8145.03,8.4445,0.03,392,2388,100,38.85,23.3389,0,4/17/2020 1:00
68,118,0.0004,-0.0002,100,518.67,14.62,21.61,1.3,47.51,520.96,2388.09,8147.52,8.4925,0.03,394,2388,100,38.7,23.337,0,4/17/2020 1:05
68,119,0.001,0.0001,100,518.67,14.62,21.61,1.3,47.48,521.64,2388.07,8156.55,8.4436,0.03,392,2388,100,38.9,23.2516,0,4/17/2020 1:11
68,120,-0.0016,0.0003,100,518.67,14.62,21.61,1.3,47.69,521.36,2388.1,8156.81,8.4275,0.03,394,2388,100,38.77,23.2499,0,4/17/2020 1:15
68,121,-0.0006,0.0005,100,518.67,14.62,21.61,1.3,47.57,521.57,2388.05,8149.72,8.4827,0.03,394,2388,100,38.77,23.2945,0,4/17/2020 1:20
68,122,-0.0013,0,100,518.67,14.62,21.61,1.3,47.34,521.44,2388.12,8149.87,8.4399,0.03,394,2388,100,38.73,23.2042,0,4/17/2020 1:25
68,123,0,-0.0002,100,518.67,14.62,21.61,1.3,47.41,521.1,2388.08,8149.81,8.4464,0.03,392,2388,100,38.87,23.3225,0,4/17/2020 1:30
68,124,Bad,-0.0004,100,518.67,14.62,21.61,1.3,47.77,520.48,2388.1,8148.21,8.4731,no response,396,2388,100,38.54,23.3148,0,4/17/2020 1:35
68,125,0.0011,0.0005,100,518.67,14.62,21.61,1.3,47.5,521.16,2388.13,8150.04,8.4722,0.03,394,2388,100,38.77,23.2933,0,4/17/2020 1:40
68,126,-0.004,0.0005,100,518.67,14.62,21.61,1.3,start,521.31,2388.05,8156.09,8.4372,0.03,392,2388,100,38.86,no connection,0,4/17/2020 1:45
68,127,0.0028,-0.0004,100,518.67,14.62,21.61,1.3,47.64,521.52,2388.12,8154.38,8.436,0.03,393,2388,100,38.72,23.2747,0,4/17/2020 1:50
68,128,0.001,0.0003,100,518.67,14.62,21.61,1.3,47.51,521.07,2388.12,8153.14,8.4708,0.03,394,2388,100,38.85,23.2122,0,4/17/2020 1:55
68,129,-0.0013,-0.0005,100,518.67,14.62,21.61,1.3,47.68,520.95,2388.08,8155.87,8.4533,0.03,392,2388,100,38.81,23.16,0,4/17/2020 2:00
68,130,-0.0024,-0.0002,100,518.67,14.62,21.61,1.3,47.61,521.48,2388.11,8153.35,stop,0.03,394,2388,100,38.72,23.359,0,4/17/2020 2:05
68,131,0.0027,-0.0001,100,518.67,14.62,21.61,1.3,47.61,521.32,2388.12,8155.26,8.4601,0.03,393,2388,100,38.92,23.2423,0,4/17/2020 2:10
68,132,No Data,-0.0001,100,518.67,14.62,21.61,1.3,47.47,521.82,2388.07,8156.91,8.4572,0.03,395,2388,100,38.86,23.2744,0,4/17/2020 2:15
68,133,0.0026,-0.0002,100,518.67,14.62,21.61,1.3,47.65,520.98,2388.06,8159.61,8.4511,0.03,393,2388,100,38.78,23.4225,0,4/17/2020 2:20
68,134,0.0038,0.0003,start,518.67,14.62,21.61,1.3,47.74,521.16,2388.07,8159.61,8.4353,0.03,395,2388,100,start,23.2738,0,4/17/2020 2:25
68,135,0.0005,nan,100,no connection,14.62,21.61,1.3,47.68,521.31,2388.16,8157.98,8.4203,0.03,393,2388,100,38.7,23.1999,0,4/17/2020 2:30
68,136,-0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.59,521.28,2388.05,8161.91,8.474,0.03,394,2388,100,38.63,23.1852,0,4/17/2020 2:35
68,137,-0.0037,-0.0005,100,518.67,14.62,21.61,1.3,47.63,521.66,2388.06,8160.18,8.4422,0.03,395,2388,100,38.7,23.2812,0,4/17/2020 2:40
68,138,-0.0011,0.0001,100,518.67,14.62,21.61,1.3,47.77,520.93,2388.08,8166.45,8.4598,0.03,395,2388,100,38.85,23.2376,0,4/17/2020 2:45
68,139,0.0015,-0.0004,100,518.67,14.62,21.61,1.3,47.44,520.99,2388.05,8163.16,8.471,0.03,395,2388,100,38.77,23.2206,0,4/17/2020 2:50
68,140,0.0045,-0.0001,100,518.67,14.62,21.61,1.3,47.6,521.75,2388.08,8157.15,8.4587,0.03,395,2388,100,38.98,23.1217,0,4/17/2020 2:55
68,141,0.0006,-0.0004,100,518.67,14.62,21.61,1.3,47.75,521.2,2388.12,8160.96,8.4271,0.03,393,2388,100,38.86,23.3622,0,4/17/2020 3:00
68,142,0.0018,-0.0002,100,518.67,14.62,21.61,1.3,47.68,521.22,2388.09,8156.23,8.436,0.03,392,2388,100,38.72,23.3187,0,4/17/2020 3:05
68,143,-0.0033,0,100,518.67,14.62,21.61,1.3,47.76,520.57,2388.1,8166.44,8.4619,0.03,392,2388,100,38.7,23.1373,0,4/17/2020 3:10
68,144,0.0043,0.0002,100,518.67,14.62,21.61,1.3,47.71,520.87,2388.11,8160.8,8.4841,0.03,393,2388,I/O,38.7,23.2667,0,4/17/2020 3:15
68,145,no response,-0.0002,100,518.67,14.62,21.61,1.3,47.58,521.22,2388.12,8158.94,8.4569,0.03,396,2388,100,38.83,23.2507,0,4/17/2020 3:20
68,146,0.0011,-0.0002,100,518.67,14.62,21.61,1.3,47.85,520.99,2388.14,8162.1,8.4628,0.03,395,2388,100,38.78,23.1018,0,4/17/2020 3:25
68,147,0.0025,0,100,518.67,14.62,21.61,1.3,47.9,521.61,Missing,8166.92,8.4233,0.03,394,2388,100,38.74,23.2362,0,4/17/2020 3:30
68,148,0,-0.0001,100,518.67,14.62,21.61,1.3,47.58,520.77,2388.13,8160.58,8.4509,0.03,394,2388,100,38.68,23.1724,0,4/17/2020 3:35
68,149,-0.0026,0.0002,100,518.67,14.62,21.61,1.3,47.61,521.27,2388.09,Bad,8.4919,0.03,394,2388,100,38.66,23.2175,0,4/17/2020 3:40
68,150,0.0008,-0.0003,I/O,518.67,14.62,21.61,1.3,47.85,521.37,2388.1,8162.88,8.4689,0.03,393,2388,100,38.72,23.0625,0,4/17/2020 3:45
68,151,-0.0018,0.0001,100,518.67,14.62,21.61,1.3,47.58,520.91,2388.1,8162.65,8.4852,0.03,394,2388,100,38.74,23.2455,0,4/17/2020 3:50
68,152,-0.0006,0,100,518.67,14.62,21.61,1.3,47.69,520.98,2388.12,8166.62,8.4638,0.03,394,2388,100,38.65,23.2182,0,4/17/2020 3:55
68,153,-0.0068,-0.0001,100,518.67,14.62,21.61,1.3,47.61,521.46,2388.06,8163.61,8.4116,0.03,395,2388,100,38.9,23.2545,0,4/17/2020 4:00
68,154,-0.0008,0.0005,100,518.67,14.62,21.61,1.3,47.66,520.7,2388.1,8164.72,8.5085,0.03,394,2388,start,38.81,23.2838,0,4/17/2020 4:05
68,155,-0.0012,0.0002,100,518.67,14.62,21.61,1.3,47.68,521.15,2388.12,8168.5,8.447,0.03,394,2388,100,38.69,23.2754,0,4/17/2020 4:10
68,156,-0.0028,0.0001,100,518.67,14.62,21.61,1.3,47.87,520.47,2388.08,8162.83,8.4469,0.03,393,2388,100,38.6,23.2617,0,4/17/2020 4:15
68,157,-0.0002,I/O,100,518.67,14.62,21.61,1.3,47.74,520.97,2388.1,8180.38,8.4704,0.03,395,2388,100,38.66,23.1663,nan,4/17/2020 4:20
68,158,0.0005,-0.0001,100,518.67,14.62,21.61,1.3,47.69,520.78,2388.13,8168.04,nan,0.03,395,2388,100,38.75,23.2099,0,4/17/2020 4:25
68,159,-0.0012,-0.0003,100,518.67,14.62,No Data,1.3,47.66,521.08,2388.13,8172.02,8.4716,0.03,394,2388,100,38.73,23.3332,0,4/17/2020 4:30
68,160,-0.0001,-0.0003,100,518.67,14.62,21.61,1.3,47.7,520.8,2388.09,start,8.4723,0.03,395,2388,100,38.74,23.0927,0,4/17/2020 4:35
68,161,-0.002,0.0005,100,518.67,14.62,21.61,1.3,47.96,521.02,2388.08,8173.36,8.4385,0.03,395,2388,100,38.76,23.2859,0,4/17/2020 4:40
68,162,0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.98,520.66,2388.09,8173.89,8.5096,0.03,394,2388,100,38.54,23.2143,0,4/17/2020 4:45
68,163,0.0009,-0.0003,100,518.67,14.62,21.61,1.3,47.86,519.98,2388.16,8178.18,8.4543,0.03,393,2388,100,38.71,23.1931,0,4/17/2020 4:50
68,164,no response,0,100,518.67,14.62,21.61,1.3,47.71,520.68,2388.05,8174.3,8.4309,0.03,397,2388,100,38.64,23.1595,0,4/17/2020 4:55
68,165,-0.0002,0.0002,100,518.67,14.62,21.61,1.3,47.7,520.95,2388.19,8177.82,8.4872,0.03,394,2388,100,38.61,23.2104,0,4/17/2020 5:00
68,166,0.0018,0.0004,100,518.67,14.62,21.61,1.3,47.77,520.8,2388.14,8177.58,8.4658,0.03,396,2388,100,38.49,23.2182,0,4/17/2020 5:05
68,167,start,-0.0004,100,518.67,14.62,21.61,1.3,47.59,520.76,2388.13,8173.95,8.4886,0.03,396,2388,100,38.63,23.256,0,4/17/2020 5:10
68,168,-0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.69,521.2,2388.08,8187.51,8.466,0.03,395,2388,100,38.64,23.2538,0,4/17/2020 5:15
68,169,-0.0014,0.0002,100,518.67,14.62,21.61,1.3,47.55,520.29,2388.13,8174.15,8.4487,0.03,394,2388,100,38.64,23.0898,1,4/17/2020 5:20
68,170,-0.0011,-0.0005,100,518.67,14.62,21.61,1.3,47.72,521.02,2388.13,8183.25,8.5002,0.03,395,2388,no connection,38.61,23.155,1,4/17/2020 5:25
68,171,-0.0016,-0.0003,100,518.67,14.62,21.61,1.3,47.62,520.98,2388.11,8182.38,8.4836,0.03,396,2388,100,38.58,23.0947,1,4/17/2020 5:30
68,172,0.0017,0.0003,100,518.67,14.62,21.61,1.3,47.97,520.79,2388.09,8183.32,8.4869,0.03,393,2388,100,38.78,23.2697,1,4/17/2020 5:35
68,173,-0.004,0.0002,100,518.67,14.62,21.61,1.3,47.74,520.56,2388.07,8183.25,8.5146,0.03,394,2388,100,38.65,23.1869,1,4/17/2020 5:40
68,174,-0.0015,0.0005,100,518.67,14.62,21.61,1.3,47.76,520.75,2388.09,8183.17,8.4999,0.03,396,2388,100,38.53,23.1441,1,4/17/2020 5:45
68,175,0.0038,0.0004,100,518.67,14.62,No Data,1.3,47.72,521.26,2388.04,8186.51,8.4752,0.03,395,2388,100,38.45,23.2203,1,4/17/2020 5:50
68,176,0.0026,0,100,518.67,14.62,21.61,1.3,47.85,520.86,2388.16,8192.35,8.4703,0.03,396,2388,100,38.57,23.1056,1,4/17/2020 5:55
68,177,-0.0005,0,100,518.67,14.62,21.61,1.3,47.72,520.63,2388.13,8186.71,8.4948,0.03,395,2388,No Data,38.55,23.2355,1,4/17/2020 6:00
68,178,stop,-0.0002,100,518.67,14.62,21.61,1.3,47.9,520.68,2388.12,8193.78,8.5144,0.03,395,2388,100,38.62,23.0959,1,4/17/2020 6:05
nan,179,0.0051,0.0003,100,518.67,14.62,21.61,1.3,47.96,520.16,2388.13,8192.16,8.5057,0.03,395,2388,100,38.72,23.0613,1,4/17/2020 6:10
68,180,0.0041,-0.0004,100,518.67,14.62,21.61,1.3,47.88,520.6,2388.17,8189.66,8.4941,0.03,394,2388,100,38.69,23.1611,1,4/17/2020 6:15
68,181,0.002,0.0001,100,518.67,14.62,21.61,1.3,48.08,520.16,2388.15,8190.86,8.4817,0.03,396,2388,100,38.44,23.1366,1,4/17/2020 6:20
68,182,0.0032,0.0003,100,518.67,14.62,21.61,1.3,47.81,520.53,2388.18,8196.8,8.4785,0.03,395,2388,100,38.43,23.184,1,4/17/2020 6:26
68,183,0.0022,0.0003,100,518.67,14.62,21.61,1.3,47.93,520.58,2388.19,8199.66,8.5036,0.03,396,2388,100,38.51,23.064,1,4/17/2020 6:30
68,184,-0.003,0.0005,100,518.67,14.62,21.61,1.3,47.77,519.79,2388.12,8201.15,8.5409,0.03,395,2388,100,38.68,23.1706,1,4/17/2020 6:36
68,185,0.0011,0.0001,100,518.67,14.62,21.61,1.3,47.79,520.21,2388.16,8199.62,8.5232,0.03,395,2388,100,38.63,23.1314,1,4/17/2020 6:40
68,186,0.0012,0.0005,100,518.67,14.62,21.61,1.3,47.89,520.17,2388.15,8203.82,8.5008,0.03,395,2388,100,38.69,23.11,1,4/17/2020 6:45
68,Missing,-0.001,0.0004,100,518.67,14.62,21.61,1.3,47.9,520.9,2388.1,8207.12,8.4587,0.03,394,I/O,100,38.46,23.0604,1,4/17/2020 6:50
68,188,-0.0033,0.0001,100,518.67,14.62,21.61,1.3,no response,520.5,2388.17,8209.39,8.5214,0.03,396,2388,100,38.43,23.2017,1,4/17/2020 6:55
68,189,0.0031,-0.0002,100,518.67,14.62,21.61,1.3,48.14,520.69,2388.07,8206.12,8.4776,0.03,395,2388,100,No Data,23.1627,1,4/17/2020 7:00
68,190,-0.0031,0.0004,100,518.67,14.62,21.61,1.3,47.94,520.4,2388.19,8202.29,8.5098,0.03,395,2388,100,38.66,23.1143,1,4/17/2020 7:05
68,191,0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.99,520.06,2388.14,8214.13,8.5127,0.03,398,2388,nan,38.61,23.0998,1,4/17/2020 7:10
68,192,-0.0003,-0.0004,100,518.67,14.62,21.61,1.3,47.81,520.66,2388.18,8208.49,8.4559,0.03,395,2388,100,38.54,22.9872,1,4/17/2020 7:15
68,193,-0.0011,0.0003,100,518.67,Missing,21.61,1.3,48.05,520.35,2388.19,8213.25,8.5158,0.03,395,2388,100,38.57,23.1071,1,4/17/2020 7:20
68,194,-0.0024,-0.0004,100,518.67,14.62,21.61,1.3,48.13,520.42,2388.19,8213.49,8.5249,0.03,397,2388,100,No Data,23.0805,1,4/17/2020 7:25
68,195,-0.0014,0,100,518.67,14.62,21.61,1.3,48.07,520.48,2388.14,8217.95,8.5257,0.03,396,2388,100,38.29,23.0226,1,4/17/2020 7:30
68,196,-0.0017,-0.0005,100,518.67,14.62,21.61,1.3,48.12,520.43,2388.11,8221.66,8.5285,0.03,398,2388,100,38.33,23.1495,1,4/17/2020 7:35
68,197,0.0018,-0.0002,100,518.67,14.62,21.61,1.3,48.41,520.2,2388.18,8221.9,8.4921,0.03,397,2388,100,38.36,23.095,1,4/17/2020 7:40
stop,198,-0.0017,0.0001,100,518.67,14.62,21.61,1.3,48.16,519.98,2388.18,8226.67,8.5263,0.03,396,2388,100,38.44,23.08,1,4/17/2020 7:45
Bad,199,-0.0037,-0.0004,100,518.67,14.62,21.61,1.3,48.16,519.72,2388.14,8226.34,8.5196,0.03,395,2388,100,38.4,23.0888,1,4/17/2020 7:50
69,1,-0.0014,-0.0001,100,518.67,14.62,21.61,1.3,47.34,522.03,2388.03,8136.88,8.4094,0.03,392,2388,100,38.87,23.4081,0,4/17/2020 7:55
69,2,-0.0003,-0.0004,100,518.67,14.62,21.61,1.3,47.26,522.08,2388.08,8139.88,8.4172,0.03,392,2388,100,39.02,23.4189,0,4/17/2020 8:00
69,3,0.0006,-0.0003,Missing,518.67,14.62,no response,1.3,47.35,522.05,2388.06,8136.42,8.3869,0.03,392,2388,100,38.82,23.3756,0,4/17/2020 8:05
69,4,-0.0001,-0.0003,100,518.67,14.62,21.61,1.3,47.35,521.63,2388.05,8142.92,8.389,0.03,391,2388,100,38.99,23.2744,0,4/17/2020 8:10
69,5,0.0026,0.0002,100,518.67,14.62,21.61,1.3,47.34,522.31,2388.07,8138.93,8.4042,0.03,392,2388,100,38.87,23.3195,0,4/17/2020 8:15
69,6,-0.0038,0.0004,100,518.67,14.62,21.61,1.3,47.39,521.97,2388.03,8142.62,8.3786,0.03,392,2388,100,39.09,23.469,0,4/17/2020 8:20
69,7,0.0002,0.0001,100,518.67,14.62,21.61,1.3,47.3,522.14,2388.04,8138.17,8.414,0.03,391,2388,100,38.96,23.3916,0,4/17/2020 8:25
69,8,-0.0011,-0.0003,100,518.67,14.62,21.61,1.3,47.39,522.21,2388.01,8136.31,8.4132,0.03,393,2388,100,38.77,23.4313,0,4/17/2020 8:30
69,9,0.0008,0.0002,100,518.67,14.62,21.61,1.3,47.5,522.66,2388.03,8139.81,8.4297,0.03,391,2388,100,39.05,23.3284,0,4/17/2020 8:35
69,10,-0.0007,-0.0001,100,518.67,14.62,21.61,1.3,47.42,Missing,2388.02,8144.09,8.4457,0.03,393,2388,100,38.88,23.3153,0,4/17/2020 8:40
69,11,0,-0.0003,100,518.67,14.62,21.61,1.3,47.43,522.29,2388.1,8133.74,8.4304,0.03,393,2388,100,38.92,23.4431,0,4/17/2020 8:45
69,12,-0.0025,0,100,518.67,14.62,21.61,1.3,47.31,522.23,2388.05,8137.3,8.4514,0.03,392,2388,100,38.84,23.2182,0,4/17/2020 8:50
69,13,0.0003,-0.0004,100,518.67,14.62,21.61,1.3,47.35,521.6,2388.04,8135.03,8.4058,0.03,391,2388,100,38.92,23.4015,0,4/17/2020 8:55
69,14,Missing,0.0003,100,518.67,14.62,21.61,1.3,47.18,521.53,2388.11,8138.6,8.4368,0.03,392,2388,100,38.9,23.3457,0,4/17/2020 9:00
69,15,-0.0059,0.0001,100,518.67,14.62,21.61,1.3,47.47,521.72,2388.02,8138.64,8.4268,0.03,390,2388,100,38.98,23.3993,0,4/17/2020 9:05
69,16,0.0004,0.0002,Missing,518.67,14.62,21.61,1.3,47.29,522.37,2388.03,8138.65,8.4132,0.03,391,2388,100,38.85,23.3434,0,4/17/2020 9:10
69,17,-0.0023,-0.0002,no connection,518.67,14.62,21.61,1.3,47.27,522.14,2388.05,8147.33,I/O,0.03,392,2388,100,38.98,23.521,0,4/17/2020 9:15
69,18,0.0016,0.0004,100,518.67,14.62,21.61,1.3,47.33,521.94,2388.02,8140.57,8.4055,0.03,392,2388,100,38.87,23.424,0,4/17/2020 9:20
69,19,0.0018,-0.0001,100,518.67,14.62,21.61,1.3,47.41,521.54,2388.06,8140.27,8.4271,0.03,392,2388,100,38.99,stop,0,4/17/2020 9:25
69,20,-0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.41,522.3,2388.03,8146.28,8.3883,0.03,392,2388,100,38.89,23.4506,0,4/17/2020 9:30
69,21,0.001,-0.0001,100,518.67,14.62,21.61,1.3,47.31,521.45,2388.02,8143.26,8.4128,0.03,392,2388,100,38.98,23.2773,0,4/17/2020 9:35
69,22,-0.0011,0.0005,100,518.67,14.62,21.61,1.3,47.3,522.15,2388.04,8140.42,8.4106,0.03,390,2388,100,38.9,23.392,0,4/17/2020 9:40
69,23,0.0014,0.0002,100,518.67,14.62,21.61,1.3,47.21,522.08,2388.07,8138.76,8.4135,0.03,391,2388,100,38.98,23.243,0,4/17/2020 9:45
69,24,0.0013,-0.0004,100,518.67,14.62,21.61,1.3,47.25,521.44,2388.05,8143,8.406,0.03,393,2388,100,39.01,23.4064,0,4/17/2020 9:50
69,25,-0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.3,521.81,2388.05,8141.24,8.3933,0.03,392,2388,100,39.04,23.4213,0,4/17/2020 9:55
69,26,0.0006,0.0004,100,518.67,14.62,21.61,1.3,47.4,521.81,2388.03,8139.07,8.4684,0.03,392,2388,100,start,23.4005,0,4/17/2020 10:00
69,27,Bad,0.0004,100,518.67,14.62,no response,1.3,47.24,521.82,2388,8142.27,8.4161,0.03,391,2388,100,38.93,23.4205,I/O,4/17/2020 10:05
69,28,-0.0053,-0.0004,100,518.67,14.62,21.61,1.3,47.39,521.73,2388.09,8140.09,8.3993,0.03,392,2388,100,38.89,23.4389,0,4/17/2020 10:10
69,No Data,-0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.3,522.26,2388.03,8140.17,8.4371,0.03,390,2388,100,39.07,23.4161,0,4/17/2020 10:15
69,30,0.0017,0.0003,100,518.67,14.62,21.61,1.3,47.44,521.7,2388.04,8139.49,8.4127,0.03,393,2388,100,39.13,23.4085,0,4/17/2020 10:20
69,31,0.0001,-0.0001,no connection,518.67,14.62,21.61,1.3,47.21,521.91,2388.06,8133.23,stop,0.03,392,2388,100,38.94,23.3638,0,4/17/2020 10:25
69,32,0.0006,-0.0004,100,518.67,14.62,21.61,1.3,47.27,521.63,2388.04,8137.36,8.4476,0.03,392,2388,100,38.94,23.3449,0,4/17/2020 10:30
69,33,0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.11,521.76,2388.05,8138.75,8.424,0.03,391,2388,100,38.84,23.4213,0,4/17/2020 10:35
69,34,-0.0003,0,100,518.67,Missing,21.61,1.3,47.61,521.8,2388.07,8136.4,8.4184,0.03,393,2388,100,38.7,23.274,0,4/17/2020 10:40
69,35,-0.0015,0,100,518.67,14.62,21.61,1.3,47.2,522.25,2388.07,8137.46,8.4128,0.03,392,2388,100,39.01,23.4004,0,4/17/2020 10:45
69,36,0.0024,0,100,518.67,14.62,21.61,1.3,47.24,522.36,no response,8139.19,8.3762,0.03,391,2388,100,38.91,23.4458,0,4/17/2020 10:50
69,37,-0.0026,-0.0002,100,518.67,14.62,21.61,1.3,47.41,522.19,2388.01,8139.32,8.3834,0.03,393,2388,100,38.91,23.3384,0,4/17/2020 10:55
69,38,0.0017,0.0002,100,518.67,14.62,21.61,1.3,47.34,521.73,2387.98,8141.77,8.3927,0.03,393,start,100,38.91,23.423,0,4/17/2020 11:00
69,39,0.0014,-0.0004,100,518.67,14.62,21.61,1.3,47.16,521.75,2388.03,8135.22,8.4023,0.03,391,2388,100,38.93,23.3212,0,4/17/2020 11:05
69,40,-0.0025,-0.0001,100,518.67,14.62,21.61,1.3,47.36,522.49,2388,8137.83,8.3953,0.03,392,2388,100,38.95,23.272,0,4/17/2020 11:10
69,41,-0.0021,-0.0004,100,518.67,14.62,21.61,1.3,47.22,522.5,2388.05,8138.32,8.4235,0.03,392,2388,100,38.93,23.4194,0,4/17/2020 11:15
69,42,-0.0026,-0.0003,100,518.67,14.62,21.61,1.3,47.41,522.24,2388.03,8139.47,8.4167,0.03,393,2388,100,38.85,23.3479,0,4/17/2020 11:20
69,43,0.0009,0.0001,100,518.67,14.62,21.61,1.3,47.32,522.04,2388.07,8147.04,8.395,0.03,392,2388,100,39,23.2502,0,4/17/2020 11:25
69,44,Missing,0.0005,100,518.67,14.62,21.61,1.3,47.36,522.08,2388.08,8140.65,8.4196,0.03,392,2388,100,38.95,23.3222,0,4/17/2020 11:30
69,45,-0.0004,0.0002,Bad,518.67,14.62,21.61,1.3,47.44,521.67,2388.01,8144.68,8.3736,0.03,394,2388,100,38.86,23.2566,0,4/17/2020 11:35
69,46,-0.0012,0.0005,100,stop,14.62,21.61,1.3,47.15,522.43,2387.99,8142.25,8.4282,0.03,392,2388,100,39.02,23.3222,0,4/17/2020 11:40
69,47,-0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.17,522.24,2388.06,8137.04,8.4111,0.03,392,2388,100,38.95,23.454,0,4/17/2020 11:45
69,stop,0.0021,-0.0004,100,518.67,14.62,21.61,1.3,47.29,522.1,2388.02,8139.48,8.4212,0.03,392,2388,100,39.1,23.4226,0,4/17/2020 11:50
69,49,0.0025,-0.0001,100,518.67,14.62,21.61,1.3,47.43,522.43,2388.02,8141.65,8.4092,0.03,391,start,100,38.75,23.4848,0,4/17/2020 11:55
69,50,0.0005,-0.0004,100,518.67,14.62,I/O,1.3,47.41,521.93,2388.02,8132.38,8.4397,0.03,393,2388,100,38.97,23.4748,0,4/17/2020 12:00
69,51,0.0046,0.0003,100,518.67,14.62,21.61,1.3,47.37,521.82,2388.06,8136.28,8.4209,0.03,no connection,2388,100,38.85,23.369,0,4/17/2020 12:05
69,52,0.0031,0.0001,100,518.67,14.62,21.61,1.3,47.37,522.11,2388.04,8141.2,8.4009,0.03,394,2388,100,39.12,23.2139,0,4/17/2020 12:10
69,53,-0.0013,0,100,518.67,14.62,21.61,1.3,47.32,521.61,2388.02,8136.94,8.3999,0.03,392,2388,100,38.9,23.3389,0,4/17/2020 12:15
69,54,0.001,-0.0002,100,518.67,14.62,21.61,1.3,47.44,522.23,2388.1,8139.88,8.4224,0.03,394,2388,100,38.94,23.4411,0,4/17/2020 12:20
69,55,-0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.22,522,2388.06,8144.25,8.4422,Bad,391,2388,100,38.91,23.4376,0,4/17/2020 12:25
69,56,-0.0002,0.0003,100,518.67,14.62,21.61,1.3,47.34,522.03,2388.07,8145.83,8.3976,0.03,391,2388,100,39,23.4773,0,4/17/2020 12:30
69,57,0.0017,0.0004,100,518.67,14.62,21.61,1.3,47.43,521.24,2388.07,8135.48,8.4233,0.03,393,2388,100,39.01,23.2959,0,4/17/2020 12:35
69,58,0.0009,0.0002,100,518.67,14.62,21.61,Missing,47.39,522.04,2388.06,8142.67,8.4449,0.03,391,2388,100,39.04,23.4445,0,4/17/2020 12:40
69,59,-0.0022,0.0002,100,518.67,14.62,21.61,1.3,47.41,522.12,2388.06,8137.49,8.4002,0.03,394,2388,100,38.96,23.4055,0,4/17/2020 12:45
69,60,0.0012,0.0003,100,518.67,14.62,21.61,1.3,47.34,521.85,2388.06,8145.83,8.424,0.03,392,2388,100,38.8,23.3268,0,4/17/2020 12:50
